,0,1,2
0,"{'title': 'Asus AsusPro Adv...', 'review': '7 reviews'}","{'title': 'Asus ROG Strix G...', 'review': '4 reviews'}","{'title': 'Acer Aspire 3 A3...', 'review': '2 reviews'}"
